id,label
10438,0.904449
12309,0.224291
10240,0.00523687
10851,0.654319
11269,0.987929
5698,0.330794
5273,0.399525
12445,0.0232379
7626,0.00351089
7692,0.733073
871,0.999734
1846,0.964943
9165,0.999623
4335,0.792592
796,0.986862
8408,0.136247
2771,0.990232
7299,0.0165652
8955,0.934431
7932,0.997741
2168,0.0133937
6378,0.0272452
9689,0.0582513
10669,0.0013166
2510,0.989531
6768,0.185715
11827,0.999312
716,0.982995
1938,0.966065
10105,0.841367
8891,0.576883
384,0.998042
11125,0.797493
9082,0.726139
2574,0.0221427
12377,0.968564
377,0.834182
3190,0.00670178
11923,0.976225
8267,0.678448
942,0.00443233
4522,0.0286241
4411,0.888157
220,0.958459
7973,0.00456308
9762,0.00214243
1970,0.904152
3637,0.807376
7662,0.998254
4929,0.988727
2690,0.036902
5586,0.828818
8800,0.998158
5545,0.107513
6296,0.198781
9322,0.264854
2115,0.65313
4859,0.00707327
6987,0.210122
11109,0.00585509
9512,0.00320637
4447,0.957059
2102,0.43508
581,0.999776
11030,0.953652
3788,0.816893
2920,0.185496
2131,0.00538592
3056,0.00167894
9468,0.00317834
9776,0.538484
2595,0.77436
7450,0.977283
11346,0.879475
5236,0.998025
1811,0.994589
6484,0.018538
4576,0.000762381
9211,0.0196764
11782,0.916621
10089,0.0169907
4916,0.309088
1090,0.0208554
5614,0.0762092
1945,0.102317
6877,0.518301
4038,0.0790037
10911,0.708134
4318,0.000720063
4702,0.121408
6288,0.762224
10267,0.0142033
2385,0.981199
7469,0.604121
2777,0.981116
1073,0.0635479
1796,0.114488
6898,0.788021
4198,0.581697
85,0.978545
2606,0.976247
11943,3.14236e-06
4010,0.110731
2232,0.986642
11516,0.992449
5543,0.255841
2149,4.55638e-06
7190,0.425873
2957,0.207412
9395,0.537213
10047,0.898081
7796,0.0740888
6384,0.838085
9057,0.0115174
9987,0.988665
1288,0.336673
323,0.6074
12049,0.654426
10549,0.0246831
6276,0.100028
2301,0.833733
3942,0.954335
5238,0.983755
5814,0.000105322
3743,0.047754
11463,0.024728
5707,0.492046
7531,0.978536
3461,0.0638569
1399,0.999258
6791,0.573039
10990,0.968823
12020,0.144773
11729,0.973083
6249,0.731231
5812,0.588126
417,0.552226
3367,0.999902
10349,0.961616
2039,0.134535
4999,0.996532
5576,0.00113173
547,0.792908
11652,0.0925769
4724,0.987423
9528,0.0686362
8532,0.998019
3652,0.065122
6492,0.267074
11140,0.997681
8439,0.997839
11622,0.000482122
9764,0.724511
1503,0.000626984
5050,0.928628
9077,0.443562
1663,0.327599
6012,0.192203
6819,0.957287
6679,0.993165
