id,label
1,0.914965
2,0.985575
3,0.73717
4,0.997522
5,0.372813
6,0.489034
7,0.0217491
8,0.329592
9,0.0320113
10,0.0423071
11,0.0188939
12,0.952154
13,0.5645
14,0.212134
15,0.140349
16,0.0487311
17,0.925539
18,0.975547
19,0.508695
20,0.0389913
21,0.769058
22,0.0269978
23,0.818967
24,0.972986
25,0.896217
26,0.695366
27,0.686919
28,0.0281728
29,0.611083
30,0.931686
31,0.934956
32,0.144806
33,0.830793
34,0.0209108
35,0.225193
36,0.789666
37,0.04711
38,0.0550267
39,0.457468
40,0.00414395
41,0.647925
42,0.999417
43,0.901446
44,0.598736
45,0.201648
46,0.945985
47,0.0911146
48,0.846746
49,0.983627
50,0.0612016
51,0.413223
52,0.34519
53,0.124132
54,0.0234254
55,0.106914
56,0.933004
57,0.990564
58,0.0534148
59,0.98728
60,0.345003
61,0.146393
62,0.842562
63,0.0894214
64,0.660416
65,0.99163
66,0.443112
67,0.744214
68,0.313842
69,0.973047
70,0.917181
71,0.688328
72,0.895607
73,0.988175
74,0.970616
75,0.80991
76,0.161135
77,0.962878
78,0.932934
79,0.250766
80,0.185632
81,0.240964
82,0.365738
83,0.971228
84,0.0169011
85,0.926908
86,0.340971
87,0.284697
88,0.655607
89,0.0530906
90,0.942575
91,0.112979
92,0.982065
93,0.0742064
94,0.978753
95,0.947763
96,0.0622591
97,0.735714
98,0.79745
99,0.075412
100,0.194504
101,0.0665465
102,0.93766
103,0.0493583
104,0.45537
105,0.0802301
106,0.872879
107,0.187779
108,0.906088
109,0.611794
110,0.992725
111,0.224305
112,0.121009
113,0.941656
114,0.116671
115,0.666757
116,0.0179909
117,0.0114965
118,0.893409
119,0.466088
120,0.158235
121,0.526215
122,0.0624356
123,0.216877
124,0.0677204
125,0.156408
126,0.210614
127,0.96292
128,0.273388
129,0.376705
130,0.15227
131,0.971537
132,0.968835
133,0.0919834
134,0.0513426
135,0.019372
136,0.224843
137,0.972934
138,0.348491
139,0.633656
140,0.258777
141,0.424879
142,0.335962
143,0.998726
144,0.0528535
145,0.0549556
146,0.974023
147,0.802443
148,0.440407
149,0.0346619
150,0.0484976
151,0.920986
152,0.202582
153,0.0188502
154,0.0273941
155,0.59847
156,0.0694498
157,0.0690189
