id,label
1,0.16759
2,0.995905
3,0.973119
4,0.988242
5,0.0482861
6,0.000718089
7,1.68E-06
8,0.439155
9,1.32E-05
10,2.54E-05
11,9.91E-06
12,0.990591
13,0.142061
14,2.62E-06
15,1.84E-05
16,0.0888084
17,0.911797
18,0.982434
19,0.0812675
20,0.000370264
21,0.972439
22,0.00018463
23,0.864516
24,0.999695
25,0.0774954
26,0.754856
27,0.955042
28,0.000270807
29,0.468108
30,0.997857
31,0.99864
32,0.200479
33,0.888487
34,0.0128249
35,0.0369394
36,0.719416
37,6.61E-06
38,6.22E-05
39,0.970459
40,0.00207504
41,0.895329
42,0.993964
43,0.969685
44,0.90261
45,0.053904
46,0.922279
47,0.0178075
48,0.994188
49,0.999997
50,0.019555
51,0.00809711
52,0.000482334
53,0.340992
54,0.00238515
55,0.00434311
56,0.0163347
57,0.995683
58,0.00837898
59,0.989779
60,0.664913
61,0.0730763
62,0.961114
63,0.534233
64,0.268507
65,0.998208
66,0.780823
67,0.985848
68,2.56E-05
69,0.999902
70,0.501164
71,0.975805
72,0.933737
73,0.999953
74,0.0484919
75,0.92578
76,0.376249
77,0.987496
78,0.93742
79,0.886425
80,0.00207004
81,0.878034
82,0.00133012
83,0.999426
84,0.0122817
85,0.997492
86,0.0334416
87,0.894307
88,0.987974
89,5.53E-07
90,0.995217
91,0.13431
92,0.108274
93,0.00681351
94,0.999752
95,0.999376
96,0.00344579
97,0.926438
98,0.990806
99,7.70E-06
100,0.00758712
101,0.00244789
102,0.998528
103,0.0030551
104,0.00817218
105,0.261507
106,0.934015
107,0.0522209
108,0.0641776
109,0.971301
110,0.997841
111,0.674551
112,0.0770663
113,0.916098
114,0.0202307
115,0.00679597
116,0.0206722
117,0.000448696
118,0.804976
119,0.73766
120,0.584151
121,0.626356
122,1.22E-05
123,0.428062
124,0.00219025
125,0.32125
126,0.352086
127,0.785123
128,0.0642045
129,0.0160181
130,0.108523
131,0.910695
132,0.989344
133,0.128962
134,5.48E-05
135,4.58E-06
136,4.43E-05
137,0.999016
138,0.107887
139,0.672988
140,0.000287026
141,0.109065
142,0.375073
143,0.977313
144,0.836134
145,0.00590917
146,0.964908
147,0.910754
148,0.798088
149,0.00011165
150,0.191593
151,0.996684
152,0.0601149
153,4.63E-09
154,2.34E-06
155,0.930108
156,0.0393134
157,0.0003065
158,0.985296
159,0.953343
160,0.88819
161,0.941586
162,0.898052
163,0.000229158
164,0.838682
165,0.000114927
166,0.15564
167,0.346668
168,0.000673774
169,0.369675
170,0.541399
171,0.347527
172,0.586592
173,0.299065
174,0.000429098
175,0.981935
176,0.996243
177,0.852014
178,0.848086
179,0.0325321
180,0.0363639
181,0.944606
182,0.997834
183,0.117858
184,0.00440558
185,0.0104348
186,7.54E-05
187,0.000599422
188,0.000957804
189,0.000994935
190,0.997937
191,0.000504399
192,0.0331727
193,0.0770086
194,5.77E-06
195,0.981695
196,0.330285
197,0.980027
198,0.0105267
199,0.953996
200,0.650006
201,0.913288
202,0.000241696
203,0.967031
204,0.94459
205,0.0321596
206,0.00998706
207,0.558748
208,0.0251762
209,0.861438
210,1.66E-07
211,0.967865
212,0.997845
213,0.930429
214,0.963746
215,0.9956
216,0.451164
217,0.910966
218,3.29E-06
219,0.995009
220,0.477526
221,0.00323965
222,0.994565
223,0.922713
224,5.42E-05
225,0.890866
226,0.809556
227,0.994965
228,0.0519602
229,0.380875
230,0.0632194
231,0.99009
232,0.0120779
233,0.80597
234,0.0322202
235,0.942117
236,0.988038
237,0.00118092
238,0.948693
239,0.0799548
240,0.677291
241,0.997821
242,0.768485
243,0.00378618
244,0.930303
245,0.997113
246,0.803853
247,0.993552
248,0.00448603
249,0.233381
250,0.999999
251,0.999932
252,0.000295482
253,0.9772
254,0.0174723
255,0.757017
256,0.00117741
257,0.964193
258,0.820846
259,0.0531839
260,0.0052577
261,0.000728683
262,0.960847
263,0.000545493
264,0.0174843
265,0.999652
266,0.00998893
267,5.42E-05
268,6.85E-08
269,0.959222
270,0.994648
271,0.999546
272,6.42E-05
273,0.894397
274,0.000373379
275,0.605193
276,0.993339
277,0.971679
278,0.806902
279,0.117833
280,0.978949
281,0.811867
282,0.933308
283,0.118459
284,0.998292
285,0.0213697
286,0.674591
287,3.62E-05
288,0.0615799
289,0.999914
290,0.00622805
291,0.01503
292,0.603927
293,0.902185
