id,label
1,0.654453
2,0.965092
3,0.970363
4,0.976234
5,0.0813325
6,0.143199
7,0.00512851
8,0.16139
9,0.0154958
10,0.00560342
11,0.0153886
12,0.949579
13,0.219217
14,0.0184348
15,0.0838272
16,0.101597
17,0.717599
18,0.766189
19,0.094348
20,0.0224783
21,0.412783
22,0.0444177
23,0.919048
24,0.982768
25,0.134239
26,0.786874
27,0.7947
28,0.0533023
29,0.745227
30,0.946135
31,0.938111
32,0.148853
33,0.185965
34,0.0298576
35,0.696798
36,0.724378
37,0.0141823
38,0.12828
39,0.521257
40,0.0166749
41,0.811649
42,0.99876
43,0.77897
44,0.672599
45,0.132057
46,0.743114
47,0.309059
48,0.991707
49,0.988937
50,0.0631952
51,0.204131
52,0.0392253
53,0.147001
54,0.0286047
55,0.19325
56,0.713107
57,0.967552
58,0.0713417
59,0.954652
60,0.707681
61,0.0779535
62,0.812132
63,0.229967
64,0.119817
65,0.984636
66,0.528201
67,0.718064
68,0.0266066
69,0.872536
70,0.27681
71,0.766517
72,0.753803
73,0.97268
74,0.93985
75,0.837546
76,0.0715873
77,0.961241
78,0.872584
79,0.48195
80,0.0392183
81,0.206132
82,0.135386
83,0.952275
84,0.00690038
85,0.955473
86,0.183509
87,0.335694
88,0.816385
89,0.108833
90,0.880188
91,0.503368
92,0.956932
93,0.0130674
94,0.991768
95,0.980438
96,0.143954
97,0.841331
98,0.968369
99,0.0194769
100,0.24679
101,0.130268
102,0.961039
103,0.0333093
104,0.0618089
105,0.213119
106,0.687893
107,0.122529
108,0.923716
109,0.50459
110,0.983019
111,0.841632
112,0.178633
113,0.906931
114,0.267099
115,0.850674
116,0.0176186
117,0.0175951
118,0.991199
119,0.4843
120,0.260452
121,0.407233
122,0.024059
123,0.11662
124,0.0810237
125,0.0279413
126,0.272794
127,0.618025
128,0.231077
129,0.069589
130,0.138756
131,0.870312
132,0.951231
133,0.0760417
134,0.0143973
135,0.00505327
136,0.445828
137,0.974347
138,0.042441
139,0.278854
140,0.163556
141,0.324686
142,0.0475249
143,0.931397
144,0.266827
145,0.0786341
146,0.94781
147,0.876864
148,0.714009
149,0.00635097
150,0.144263
151,0.924627
152,0.0576846
153,0.0460501
154,0.00997927
155,0.860027
156,0.06889
157,0.0168915
158,0.970455
159,0.768689
160,0.185123
161,0.870877
162,0.80196
163,0.0128991
164,0.653416
